"id","word","strongs","usage_count"
4677,"good","02895",9
4678,"anak","06061",9
4679,"rebel","04775",9
4680,"hormah","02767",9
4681,"vines","01612",9
4682,"forth","05414",9
4683,"wars","04421",9
4684,"brooks","05158",9
4685,"dibon","01769",9
4686,"out","07270",9
4687,"righteous","03477",9
4688,"said","05002",9
4689,"gardens","01593",9
4690,"hepher","02660",9
4691,"spoil","0962",9
4692,"jair","02971",9
4693,"anakims","06062",9
4694,"tremble","07264",9
4695,"prey","0962",9
4696,"remaining","08300",9
4697,"furnace","03564",9
4698,"consume","0398",9
4699,"sore","07451",9
4700,"abhor","08581",9
4701,"uprightness","03476",9
4702,"rebellious","04784",9
4703,"taketh","03947",9
4704,"hart","0354",9
4705,"secretly","05643",9
4706,"fierceness","02740",9
4707,"war","03898",9
4708,"take","08610",9
4709,"lost","06",9
4710,"ammonite","05984",9
4711,"oppress","06231",9
4712,"shoe","05275",9
4713,"habitation","04583",9
4714,"gall","07219",9
4715,"imagination","08307",9
4716,"out","05080",9
4717,"courage","0553",9
4718,"lambs","03733",9
4719,"saints","06918",9
4720,"dwelleth","07931",9
4721,"valley","01237",9
4722,"street","02351",9
4723,"makkedah","04719",9
4724,"mizpeh","04708",9
4725,"looking","06437",9
4726,"ehud","0164",9
4727,"benjamite","01145",9
4728,"subdued","03665",9
4729,"gain","01215",9
4730,"gaal","01603",9
4731,"certain","0259",9
4732,"gileadite","01569",9
4733,"countenance","04758",9
4734,"riddle","02420",9
4735,"ashkelon","0831",9
4736,"bitterness","04751",9
4737,"complaint","07879",9
4738,"enemy","06862",9
4739,"power","02428",9
4740,"nahash","05176",9
4741,"michmash","04363",9
4742,"height","01363",9
4743,"shield","06793",9
4744,"moon","02320",9
4745,"cherethites","03774",9
4746,"bands","01416",9
4747,"baanah","01196",9
4748,"hadadezer","01909",9
4749,"recorder","02142",9
4750,"conspiracy","07195",9
4751,"right","06666",9
4752,"desire","02656",9
4753,"araunah","0728",9
4754,"mules","06505",9
4755,"year","08083",9
4756,"cloud","05645",9
4757,"valleys","06010",9
4758,"peace","02814",9
4759,"stick","06086",9
4760,"life","02421",9
4761,"of","04428",9
4762,"zeal","07068",9
4763,"thirtieth","07970",9
4764,"shebna","07644",9
4765,"rumour","08052",9
4766,"height","04791",9
4767,"adaiah","05718",9
4768,"quenched","03518",9
4769,"potters","03335",9
4770,"malchiah","04441",9
4771,"zebadiah","02069",9
4772,"greatest","01419",9
4773,"jozabad","03107",9
4774,"glory","01935",9
4775,"understand","07919",9
4776,"granted","05414",9
4777,"spears","07420",9
4778,"ethiopians","03569",9
4779,"up","01361",9
4780,"great","07230",9
4781,"rest","07606",9
4782,"golden","01722",9
4783,"law","01882",9
4784,"with","05974",9
4785,"slow","0750",9
4786,"language","03956",9
4787,"chamberlains","05631",9
4788,"judgment","01779",9
4789,"decree","01881",9
4790,"perfect","08535",9
4791,"places","02723",9
4792,"up","02280",9
4793,"offspring","06631",9
4794,"others","0312",9
4795,"seen","02372",9
4796,"mischief","05999",9
4797,"eyelids","06079",9
4798,"afraid","06342",9
4799,"clothing","03830",9
4800,"swift","07031",9
4801,"gold","06337",9
4802,"pride","01346",9
4803,"enemies","06887",9
4804,"preserve","08104",9
4805,"attend","07181",9
4806,"trouble","07451",9
4807,"evildoers","07489",9
4808,"shame","0954",9
4809,"parts","08482",9
4810,"overflow","07857",9
4811,"flourish","06524",9
4812,"withered","03001",9
4813,"fools","0191",9
4814,"ancients","02205",9
4815,"singing","07440",9
4816,"slaughter","02874",9
4817,"foolish","03684",9
4818,"love","07474",9
4819,"lament","05594",9
4820,"plead","08199",9
4821,"bride","03618",9
4822,"confounded","03001",9
4823,"creatures","02416",9
4824,"recompense","05414",9
4825,"chambers","08372",9
4826,"thing","04406",9
4827,"days","03118",9
4828,"visions","02376",9
4829,"brass","05174",9
4830,"clay","02635",9
4831,"princes","0324",9
4832,"nor","03809",9
4833,"writing","03792",9
4834,"lions","0744",9
4835,"solomon","4672",9
4836,"least","1646",9
4837,"weeping","2799",9
4838,"hand","1448",9
4839,"baptize","907",9
4840,"bear","941",9
4841,"by","1909",9
4842,"foot","4228",9
4843,"be","3756",9
4844,"hid","2928",9
4845,"said","4483",9
4846,"there","2546",9
4847,"bless","2127",9
4848,"ye","2192",9
4849,"doest","4160",9
4850,"trespasses","3900",9
4851,"moreover","1161",9
4852,"appear","5316",9
4853,"wash","3538",9
4854,"masters","2962",9
4855,"fowls","4071",9
4856,"added","4369",9
4857,"itself","1438",9
4858,"seeketh","2212",9
4859,"things","18",9
4860,"by","575",9
4861,"prophesied","4395",9
4862,"iniquity","458",9
4863,"built","3618",9
4864,"cleansed","2511",9
4865,"even","3798",9
4866,"infirmities","769",9
4867,"we","2254",9
4868,"fled","5343",9
4869,"thing","3956",9
4870,"forth","1544",9
4871,"as","5616",9
4872,"if","3303",9
4873,"sodom","4670",9
4874,"will","1014",9
4875,"ye","314",9
4876,"saw","991",9
4877,"bind","1210",9
4878,"greatest","3187",9
4879,"goeth","5217",9
4880,"sold","4097",9
4881,"sisters","79",9
4882,"sorry","3076",9
4883,"up","308",9
4884,"brake","2806",9
4885,"be","5399",9
4886,"besought","2065",9
4887,"table","5132",9
4888,"many","4214",9
4889,"asked","2065",9
4890,"loosed","3089",9
4891,"again","1453",9
4892,"turned","4762",9
4893,"gain","2770",9
4894,"unto","1722",9
4895,"hence","1782",9
4896,"be","3195",9
4897,"set","2476",9
4898,"how","5101",9
4899,"and","3767",9
4900,"cause","156",9
4901,"at","575",9
4902,"cannot","3756",9
4903,"mothers","3384",9
4904,"forbid","2967",9
4905,"penny","1220",9
4906,"thine","4674",9
4907,"i","1161",9
4908,"near","1448",9
4909,"marriage","1062",9
4910,"whose","5101",9
4911,"caesars","2541",9
4912,"are","3588",9
4913,"full","1073",9
4914,"shed","1632",9
4915,"as","3634",9
4916,"no","3956",9
4917,"moon","4582",9
4918,"doors","2374",9
4919,"one","240",9
4920,"caiaphas","2533",9
4921,"master","4461",9
4922,"remission","859",9
4923,"vine","288",9
4924,"in","1223",9
4925,"this","3754",9
4926,"remember","3415",9
4927,"more","3371",9
4928,"bed","2895",9
4929,"therefore","5620",9
4930,"saw","2334",9
4931,"thou","3754",9
4932,"manifested","5319",9
4933,"under","5270",9
4934,"desire","2309",9
4935,"desired","154",9
4936,"fell","1968",9
4937,"for","4328",9
4938,"therefore","1352",9
4939,"delivered","4506",9
4940,"led","71",9
4941,"counsel","1012",9
4942,"manifest","5318",9
4943,"ye","5216",9
4944,"pray","2065",9
4945,"deceived","4105",9
4946,"redemption","629",9
4947,"tree","3586",9
4948,"seventh","1442",9
4949,"judgeth","2919",9
4950,"learned","3129",9
4951,"children","5040",9
4952,"bowels","4698",9
4953,"we","1722",9
4954,"daily","2250",9
4955,"gold","5553",9
4956,"lie","5574",9
4957,"rest","2663",9
4958,"saul","4549",9
4959,"cornelius","2883",9
4960,"know","1987",9
4961,"idols","1494",9
4962,"of","2596",9
4963,"gift","5486",9
4964,"revelation","602",9
4965,"lust","1939",9
4966,"glorious","1391",9
4967,"seen","991",9
4968,"meekness","4236",9
4969,"comfort","3870",9
4970,"appear","5319",9
4971,"almighty","3841",9
4972,"melchisedec","3198",9
4973,"grass","01877",8
4974,"thing","07431",8
4975,"meat","0402",8
4976,"walking","01980",8
4977,"me","05978",8
4978,"wifes","0802",8
4979,"abel","01893",8
4980,"adah","05711",8
4981,"grieved","06087",8
4982,"die","01478",8
4983,"yet","05750",8
4984,"as","0834",8
4985,"windows","0699",8
4986,"tops","07218",8
4987,"fishes","01709",8
4988,"tubal","08422",8
4989,"meshech","04902",8
4990,"cush","03568",8
4991,"asshur","0804",8
4992,"elder","01419",8
4993,"departed","03318",8
4994,"pitched","05186",8
4995,"grievous","03515",8
4996,"escaped","06412",8
4997,"great","07235",8
4998,"kenites","07017",8
4999,"foreskin","06190",8
5000,"broken","06565",8
5001,"morsel","06595",8
5002,"mighty","06099",8
5003,"manner","01870",8
5004,"away","01497",8
5005,"mourn","05594",8
5006,"presence","05869",8
5007,"me","0310",8
5008,"done","03615",8
5009,"man","02205",8
5010,"full","07649",8
5011,"venison","06718",8
5012,"digged","03738",8
5013,"army","06635",8
5014,"blesseth","01288",8
5015,"but","0199",8
5016,"luz","03870",8
5017,"came","03212",8
5018,"tender","07390",8
5019,"fulfil","04390",8
5020,"joined","03867",8
5021,"come","04279",8
5022,"set","03322",8
5023,"away","01589",8
5024,"mirth","08057",8
5025,"oxen","07794",8
5026,"divided","02673",8
5027,"accept","05375",8
5028,"penuel","06439",8
5029,"distress","06869",8
5030,"aholibamah","0173",8
5031,"zibeon","06649",8
5032,"shammah","08048",8
5033,"ebal","05858",8
5034,"bozrah","01224",8
5035,"habitations","04186",8
5036,"know","05234",8
5037,"turned","05186",8
5038,"onan","0209",8
5039,"shelah","07956",8
5040,"displeased","03415",8
5041,"timnath","08553",8
5042,"kid","01423",8
5043,"signet","02368",8
5044,"prison","05470",8
5045,"prisoners","0615",8
5046,"butler","08248",8
5047,"baker","0644",8
5048,"full","03117",8
5049,"corn","07668",8
5050,"surety","06148",8
5051,"double","04932",8
5052,"tell","03045",8
5053,"how","0349",8
5054,"wagons","05699",8
5055,"bring","05375",8
5056,"carmi","03756",8
5057,"prevailed","02388",8
5058,"laid","07896",8
5059,"him","05869",8
5060,"fat","08082",8
5061,"head","06936",8
5062,"great","03515",8
5063,"died","04194",8
5064,"forgive","05375",8
5065,"bondage","05656",8
5066,"goodly","02896",8
5067,"fellow","07453",8
5068,"wonders","06381",8
5069,"maketh","07760",8
5070,"bring","03318",8
5071,"izhar","03324",8
5072,"mushi","04187",8
5073,"appointed","07760",8
5074,"the","06440",8
5075,"residue","03499",8
5076,"remaineth","07604",8
5077,"dwellings","04186",8
5078,"keep","02287",8
5079,"cut","03772",8
5080,"born","0249",8
5081,"servant","07916",8
5082,"year","03117",8
5083,"captains","07991",8
5084,"went","05265",8
5085,"greatness","07230",8
5086,"diligently","08085",8
5087,"hunger","07458",8
5088,"murmurings","08519",8
5089,"rest","07677",8
5090,"tempted","05254",8
5091,"heavy","03515",8
5092,"stoned","05619",8
5093,"restore","07999",8
5094,"away","07617",8
5095,"obedient","08085",8
5096,"saw","02372",8
5097,"bowls","01375",8
5098,"proceed","03318",8
5099,"cunning","02803",8
5100,"edge","08193",8
5101,"coupling","04225",8
5102,"southward","08486",8
5103,"middle","08484",8
5104,"foursquare","07251",8
5105,"midst","02677",8
5106,"fillets","02838",8
5107,"girdle","02805",8
5108,"ouches","04865",8
5109,"forehead","04696",8
5110,"consecrate","04390",8
5111,"pieces","05409",8
5112,"tip","08571",8
5113,"ransom","03724",8
5114,"foot","03653",8
5115,"uri","0221",8
5116,"quickly","04118",8
5117,"gone","0935",8
5118,"merciful","07349",8
5119,"cords","04340",8
5120,"out","06566",8
5121,"covered","05526",8
5122,"ashes","01880",8
5123,"thing","06944",8
5124,"earthen","02789",8
5125,"assembly","05712",8
5126,"rivers","05158",8
5127,"dead","04194",8
5128,"deeper","06013",8
5129,"deal","06241",8
5130,"while","03117",8
5131,"molech","04432",8
5132,"rebuke","03198",8
5133,"balances","03976",8
5134,"hide","05956",8
5135,"every","0376",8
5136,"body","05315",8
5137,"virginity","01331",8
5138,"acceptable","07522",8
5139,"shelomith","08019",8
5140,"wild","07704",8
5141,"away","04743",8
5142,"because","03282",8
5143,"away","03988",8
5144,"censers","04289",8
5145,"each","0259",8
5146,"bowls","04219",8
5147,"zaccur","02139",8
5148,"shaphat","08202",8
5149,"courage","02388",8
5150,"pollute","02490",8
5151,"came","05927",8
5152,"chemosh","03645",8
5153,"edrei","0154",8
5154,"divination","07081",8
5155,"mountains","02042",8
5156,"agag","090",8
5157,"lambs","0702",8
5158,"out","04161",8
5159,"testify","06030",8
5160,"inhabit","03427",8
5161,"best","02896",8
5162,"chased","07291",8
5163,"ammonites","05984",8
5164,"hardened","07185",8
5165,"remain","08300",8
5166,"search","02713",8
5167,"compassion","07355",8
5168,"captives","07633",8
5169,"business","01697",8
5170,"tree","02132",8
5171,"body","0990",8
5172,"emerods","02914",8
5173,"evils","07451",8
5174,"thousands","07233",8
5175,"substance","02428",8
5176,"fulness","04393",8
5177,"depart","04185",8
5178,"answer","0559",8
5179,"labour","03021",8
5180,"divisions","04256",8
5181,"adullam","05725",8
5182,"aphek","0663",8
5183,"entering","0935",8
5184,"kingdom","04468",8
5185,"looketh","06437",8
5186,"mareshah","04762",8
5187,"upper","05945",8
5188,"ophrah","06084",8
5189,"zorah","06881",8
5190,"abdon","05658",8
5191,"flood","05104",8
5192,"delivered","03467",8
5193,"nail","03489",8
5194,"jether","03500",8
5195,"persons","0376",8
5196,"fear","06440",8
5197,"spakest","01696",8
5198,"pleased","02654",8
5199,"benjamites","01145",8
5200,"consider","07760",8
5201,"recompense","07999",8
5202,"enlarged","07337",8
5203,"army","04634",8
5204,"tidings","08052",8
5205,"threshold","04670",8
5206,"psaltery","05035",8
5207,"offering","05927",8
5208,"chief","07225",8
5209,"prudent","0995",8
5210,"before","05869",8
5211,"mad","01984",8
5212,"withholden","04513",8
5213,"precious","03365",8
5214,"gilboa","01533",8
5215,"pleasant","05273",8
5216,"apparel","03830",8
5217,"geshur","01650",8
5218,"carpenters","02796",8
5219,"gittite","01663",8
5220,"shouting","08643",8
5221,"fast","06684",8
5222,"quench","03518",8
5223,"joabs","03097",8
5224,"ittai","0863",8
5225,"weary","05889",8
5226,"pit","06354",8
5227,"cushi","03569",8
5228,"mourneth","056",8
5229,"friends","0157",8
5230,"bichri","01075",8
5231,"prevented","06923",8
5232,"delivered","02502",8
5233,"upright","08549",8
5234,"down","08213",8
5235,"tried","06884",8
5236,"mire","02916",8
5237,"netophathite","05200",8
5238,"azmaveth","05820",8
5239,"shunammite","07767",8
5240,"brought","03212",8
5241,"laid","07901",8
5242,"scribes","05608",8
5243,"measures","03734",8
5244,"ethan","0387",8
5245,"chambers","06763",8
5246,"pure","05462",8
5247,"brim","08193",8
5248,"lilies","07799",8
5249,"borders","04526",8
5250,"consulted","03289",8
5251,"sign","04159",8
5252,"prince","05057",8
5253,"images","04541",8
5254,"himself","05315",8
5255,"pieces","07665",8
5256,"jezreelite","03158",8
5257,"feed","0398",8
5258,"wound","04347",8
5259,"embrace","02263",8
5260,"sins","02399",8
5261,"repair","02388",8
5262,"menahem","04505",8
5263,"medes","04074",8
5264,"trees","01265",8
5265,"pedaiah","06305",8
5266,"jerahmeel","03396",8
5267,"zabad","02066",8
5268,"shechaniah","07935",8
5269,"elioenai","0454",8
5270,"akkub","06126",8
5271,"jahath","03189",8
5272,"linen","0948",8
5273,"jerimoth","03406",8
5274,"mattithiah","04993",8
5275,"west","04628",8
5276,"marvellous","06381",8
5277,"much","07230",8
5278,"power","01369",8
5279,"work","06468",8
5280,"fro","07751",8
5281,"ungodly","07563",8
5282,"warn","02094",8
5283,"sending","07971",8
5284,"nehemiah","05166",8
5285,"rehum","07348",8
5286,"kadmiel","06934",8
5287,"shealtiel","07597",8
5288,"great","07229",8
5289,"city","07149",8
5290,"unto","05922",8
5291,"name","08036",8
5292,"israel","03479",8
5293,"province","04083",8
5294,"cyrus","03567",8
5295,"temple","01965",8
5296,"hundred","03969",8
5297,"four","0703",8
5298,"request","01246",8
5299,"any","03606",8
5300,"wisdom","02452",8
5301,"sherebiah","08274",8
5302,"part","06418",8
5303,"revive","02421",8
5304,"fasting","06685",8
5305,"adar","0143",8
5306,"gallows","06086",8
5307,"devices","04284",8
5308,"laugh","07832",8
5309,"try","0974",8
5310,"candle","05216",8
5311,"confidence","04009",8
5312,"up","05549",8
5313,"chaff","04671",8
5314,"off","06789",8
5315,"path","05410",8
5316,"rivers","06388",8
5317,"ways","0734",8
5318,"looked","06960",8
5319,"proud","01343",8
5320,"deceitful","04820",8
5321,"bridegroom","02860",8
5322,"founded","03245",8
5323,"fled","05074",8
5324,"transgressors","06586",8
5325,"create","01254",8
5326,"transgressors","0898",8
5327,"rejoice","05937",8
5328,"dry","06723",8
5329,"noise","07588",8
5330,"pasture","04830",8
5331,"righteous","06664",8
5332,"dross","05509",8
5333,"get","07069",8
5334,"correction","04148",8
5335,"sinner","02398",8
5336,"prudent","06175",8
5337,"slothful","06102",8
5338,"spoil","07703",8
5339,"briers","08068",8
5340,"kindle","03341",8
5341,"field","03759",8
5342,"terrible","06184",8
5343,"glory","06643",8
5344,"spoiler","07703",8
5345,"wither","03001",8
5346,"languisheth","0535",8
5347,"valleys","01516",8
5348,"overflowing","07857",8
5349,"precept","06673",8
5350,"desert","06160",8
5351,"places","08205",8
5352,"potter","03335",8
5353,"ah","0162",8
5354,"tophet","08612",8
5355,"branches","01808",8
5356,"babylons","0894",8
5357,"chebar","03529",8
5358,"eastward","06921",8
5359,"terror","02851",8
5360,"man","0606",8
5361,"field","01251",8
5362,"worship","05457",8
5363,"burning","03345",8
5364,"spirit","07308",8
5365,"willing","2309",8
5366,"forth","5088",8
5367,"bethlehem","965",8
5368,"rejoiced","5463",8
5369,"gifts","1435",8
5370,"departed","402",8
5371,"mocked","1702",8
5372,"notwithstanding","1161",8
5373,"preaching","2784",8
5374,"loins","3751",8
5375,"shoes","5266",8
5376,"gather","4863",8
5377,"hungered","3983",8
5378,"of","1223",8
5379,"taketh","3880",8
5380,"high","5308",8
5381,"syria","4947",8
5382,"sick","2560",8
5383,"divers","4164",8
5384,"seeing","1492",8
5385,"hunger","3983",8
5386,"persecute","1377",8
5387,"salt","217",8
5388,"pass","3928",8
5389,"kill","5407",8
5390,"canst","1410",8
5391,"unjust","94",8
5392,"seen","2300",8
5393,"deliver","4506",8
5394,"either","2228",8
5395,"i","1223",8
5396,"sow","4687",8
5397,"serpent","3789",8
5398,"gate","4439",8
5399,"clean","2511",8
5400,"servant","3816",8
5401,"herd","34",8
5402,"bed","2825",8
5403,"whether","5101",8
5404,"are","2192",8
5405,"else","1490",8
5406,"dumb","2974",8
5407,"prince","758",8
5408,"labourers","2040",8
5409,"town","2968",8
5410,"lame","5560",8
5411,"he","2532",8
5412,"shall","863",8
5413,"give","591",8
5414,"account","3056",8
5415,"preaching","2782",8
5416,"talked","2980",8
5417,"sowed","4687",8
5418,"side","3598",8
5419,"any","3956",8
5420,"thirty","5144",8
5421,"tares","2215",8
5422,"branches","2798",8
5423,"soweth","4687",8
5424,"full","4137",8
5425,"finished","5055",8
5426,"country","3968",8
5427,"fourth","5067",8
5428,"beginning","756",8
5429,"planted","5452",8
5430,"understand","3539",8
5431,"whatsoever","3956",8
5432,"in","1531",8
5433,"thoughts","1261",8
5434,"down","377",8
5435,"morning","4404",8
5436,"will","3739",8
5437,"with","1909",8
5438,"except","1508",8
5439,"put","2007",8
5440,"kept","5442",8
5441,"houses","3614",8
5442,"minister","1247",8
5443,"highest","5310",8
5444,"thieves","3027",8
5445,"tell","1492",8
5446,"heir","2818",8
5447,"jesus","1161",8
5448,"ask","1905",8
5449,"they","1161",8
5450,"rabbi","4461",8
5451,"sitteth","2521",8
5452,"full","3324",8
5453,"since","575",8
5454,"before","4280",8
5455,"wherefore","3767",8
5456,"darkened","4654",8
5457,"clouds","3507",8
5458,"sound","5456",8
5459,"doing","4160",8
5460,"silver","694",8
5461,"prepare","2090",8
5462,"may","1410",8
5463,"condemned","2632",8
5464,"at","2596",8
5465,"week","4521",8
5466,"we","3754",8
5467,"sickle","1407",8
5468,"country","68",8
5469,"marvel","2296",8
5470,"thing","5124",8
5471,"hundred","1250",8
5472,"then","1899",8
5473,"whose","846",8
5474,"if","1536",8
5475,"turn","1994",8
5476,"blessed","2128",8
5477,"together","4779",8
5478,"elisabeth","1665",8
5479,"for","1360",8
5480,"presence","1799",8
5481,"sit","2521",8
5482,"the","3739",8
5483,"through","1330",8
5484,"adam","76",8
5485,"showed","1166",8
5486,"way","4198",8
5487,"preach","2097",8
5488,"ships","4143",8
5489,"saw","2300",8
5490,"receive","618",8
5491,"remain","3306",8
5492,"if","1499",8
5493,"powers","1849",8
5494,"a","5100",8
5495,"were","1526",8
5496,"testify","3140",8
5497,"would","3195",8
5498,"howbeit","235",8
5499,"whither","3699",8
5500,"liar","5583",8
5501,"forth","1854",8
5502,"your","5209",8
5503,"perdition","684",8
5504,"seen","3700",8
5505,"witness","3144",8
5506,"though","5613",8
5507,"boldness","3954",8
5508,"command","3853",8
5509,"multiplied","4129",8
5510,"cilicia","2791",8
5511,"wall","5038",8
5512,"turned","1994",8
5513,"purpose","4286",8
5514,"exhortation","3874",8
5515,"rome","4516",8
5516,"speech","3056",8
5517,"felix","5344",8
5518,"ungodly","765",8
5519,"vessels","4632",8
5520,"past","4218",8
5521,"labour","2873",8
5522,"hereby","5129",8
5523,"one","5108",8
5524,"thanksgiving","2169",8
5525,"perils","2794",8
5526,"horses","2462",8
5527,"horse","2462",8
5528,"mark","5480",8
5529,"fly","05774",7
5530,"ended","03615",7
5531,"havilah","02341",7
5532,"now","06471",7
5533,"opened","06491",7
5534,"coats","03801",7
5535,"opened","06475",7
5536,"speech","0565",7
5537,"seth","08352",7
5538,"begotten","03205",7
5539,"years","06240",7
5540,"mahalaleel","04111",7
5541,"sixty","08346",7
5542,"renown","08034",7
5543,"fountains","04599",7
5544,"things","07431",7
5545,"rested","05117",7
5546,"rest","04494",7
5547,"up","02717",7
5548,"and","0376",7
5549,"javan","03120",7
5550,"shinar","08152",7
5551,"aram","0758",7
5552,"uz","05780",7
5553,"peleg","06389",7
5554,"language","08193",7
5555,"speech","01697",7
5556,"plain","01237",7
5557,"haran","02039",7
5558,"abrams","087",7
5559,"plain","0436",7
5560,"herdmen","07462",7
5561,"separated","06504",7
5562,"number","04487",7
5563,"numbered","04487",7
5564,"not","0518",7
5565,"reward","07939",7
5566,"no","03808",7
5567,"mistress","01404",7
5568,"fountain","05869",7
5569,"bought","04736",7
5570,"stranger","05236",7
5571,"dress","06213",7
5572,"stricken","0935",7
5573,"looked","08259",7
5574,"bake","0644",7
5575,"these","0411",7
5576,"brimstone","01614",7
5577,"younger","06810",7
5578,"sin","02401",7
5579,"because","01697",7
5580,"grew","01431",7
5581,"lovest","0157",7
5582,"lay","07971",7
5583,"because","06118",7
5584,"sojourner","08453",7
5585,"choice","04005",7
5586,"audience","0241",7
5587,"follow","03212",7
5588,"truly","0571",7
5589,"inquire","07592",7
5590,"nurse","03243",7
5591,"syrian","0761",7
5592,"red","0122",7
5593,"earth","06083",7
5594,"elon","0356",7
5595,"camest","0935",7
5596,"named","07121",7
5597,"favoured","04758",7
5598,"zilpah","02153",7
5599,"blessed","0833",7
5600,"dinah","01783",7
5601,"ringstreaked","06124",7
5602,"hurt","07489",7
5603,"away","05090",7
5604,"overtook","05381",7
5605,"away","01272",7
5606,"staff","04731",7
5607,"jabbok","02999",7
5608,"handmaids","08198",7
5609,"dishon","01787",7
5610,"achbor","05907",7
5611,"dominion","04910",7
5612,"seekest","01245",7
5613,"some","0259",7
5614,"pieces","02963",7
5615,"off","05493",7
5616,"womans","0802",7
5617,"officers","05631",7
5618,"hang","08518",7
5619,"forgat","07911",7
5620,"knew","05234",7
5621,"carry","0935",7
5622,"households","01004",7
5623,"certainly","03045",7
5624,"o","0994",7
5625,"saith","01696",7
5626,"get","0935",7
5627,"changes","02487",7
5628,"jachin","03199",7
5629,"shaul","07586",7
5630,"unto","06440",7
5631,"last","0319",7
5632,"might","03581",7
5633,"strength","0202",7
5634,"secret","05475",7
5635,"washed","03526",7
5636,"rider","07392",7
5637,"troop","01416",7
5638,"oath","07650",7
5639,"mightier","06099",7
5640,"midwives","03205",7
5641,"hid","06845",7
5642,"stood","03320",7
5643,"content","02974",7
5644,"burned","01197",7
5645,"oppression","03906",7
5646,"fall","06293",7
5647,"rest","07673",7
5648,"mishael","04332",7
5649,"these","01992",7
5650,"stone","05619",7
5651,"away","07368",7
5652,"tell","01696",7
5653,"thunder","06963",7
5654,"darkened","02821",7
5655,"midnight","03915",7
5656,"up","06887",7
5657,"multitude","07227",7
5658,"openeth","06363",7
5659,"wonders","06382",7
5660,"murmured","03885",7
5661,"murmur","03885",7
5662,"wist","03045",7
5663,"come","04672",7
5664,"eagles","05404",7
5665,"shot","03384",7
5666,"holy","06942",7
5667,"testified","05749",7
5668,"corn","07054",7
5669,"entice","06601",7
5670,"justify","06663",7
5671,"take","05493",7
5672,"willingly","05068",7
5673,"meet","03259",7
5674,"beneath","04295",7
5675,"hearted","03820",7
5676,"joined","02266",7
5677,"wreathen","05688",7
5678,"span","02239",7
5679,"sapphire","05601",7
5680,"beryl","08658",7
5681,"inward","01004",7
5682,"urim","0224",7
5683,"cakes","02471",7
5684,"dung","06569",7
5685,"consecration","04394",7
5686,"cake","02471",7
5687,"consecrated","04390",7
5688,"atonement","03725",7
5689,"cleanse","02398",7
5690,"furniture","03627",7
5691,"molten","04541",7
5692,"side","03409",7
5693,"enlarge","07337",7
5694,"covering","04539",7
5695,"in","06607",7
5696,"it","08432",7
5697,"accepted","07521",7
5698,"memorial","0234",7
5699,"neighbour","05997",7
5700,"sweareth","07650",7
5701,"out","03518",7
5702,"censer","04289",7
5703,"scales","07193",7
5704,"carcases","05038",7
5705,"beareth","05375",7
5706,"rising","07613",7
5707,"again","08145",7
5708,"cleansing","02893",7
5709,"alone","0910",7
5710,"running","02416",7
5711,"left","08042",7
5712,"go","03318",7
5713,"rideth","07392",7
5714,"mighty","01419",7
5715,"spirit","0178",7
5716,"beeves","01241",7
5717,"morrow","01242",7
5718,"fruit","08393",7
5719,"caused","05414",7
5720,"liberty","01865",7
5721,"old","03465",7
5722,"vintage","01210",7
5723,"vain","07385",7
5724,"pursueth","07291",7
5725,"brass","05154",7
5726,"fruits","06529",7
5727,"contrary","07147",7
5728,"images","02553",7
5729,"out","07324",7
5730,"place","03027",7
5731,"camps","04264",7
5732,"keeping","08104",7
5733,"daily","08548",7
5734,"beside","01107",7
5735,"another","08145",7
5736,"separate","0914",7
5737,"zoan","06814",7
5738,"stayed","06113",7
5739,"winepress","03342",7
5740,"purify","02398",7
5741,"turn","05186",7
5742,"strip","06584",7
5743,"sunrising","08121",7
5744,"zippor","06834",7
5745,"rocks","06697",7
5746,"lie","03576",7
5747,"wrought","06466",7
5748,"weeping","01058",7
5749,"in","08432",7
5750,"bond","0632",7
5751,"measure","04058",7
5752,"went","05927",7
5753,"strengthen","0553",7
5754,"lead","05090",7
5755,"loved","0160",7
5756,"humbled","06031",7
5757,"stayed","05975",7
5758,"reward","07810",7
5759,"soles","03709",7
5760,"givest","05414",7
5761,"diviners","07080",7
5762,"besiege","06696",7
5763,"hold","08610",7
5764,"edomite","0130",7
5765,"hire","0868",7
5766,"another","0376",7
5767,"noonday","06672",7
5768,"spoiled","01497",7
5769,"favour","02603",7
5770,"wonderful","06381",7
5771,"wormwood","03939",7
5772,"come","0314",7
5773,"fat","01878",7
5774,"glory","01926",7
5775,"dark","02822",7
5776,"flax","06593",7
5777,"hither","05066",7
5778,"an","0259",7
5779,"about","05362",7
5780,"buildeth","01129",7
5781,"bethaven","01007",7
5782,"out","03332",7
5783,"set","03341",7
5784,"jarmuth","03412",7
5785,"azekah","05825",7
5786,"jabin","02985",7
5787,"dor","01756",7
5788,"othniel","06274",7
5789,"eshtaol","0847",7
5790,"maon","04584",7
5791,"gedor","01446",7
5792,"abiezer","044",7
5793,"outgoings","08444",7
5794,"cities","07969",7
5795,"aijalon","0357",7
5796,"warred","03898",7
5797,"oppressed","03905",7
5798,"seat","03678",7
5799,"draw","04900",7
5800,"nobles","0117",7
5801,"fleece","01492",7
5802,"companies","07218",7
5803,"oreb","06159",7
5804,"fatness","01880",7
5805,"merry","02896",7
5806,"dedicated","06942",7
5807,"dealeth","06213",7
5808,"want","04270",7
5809,"thousand","08083",7
5810,"off","01438",7
